feature,feature,type,p_value,relevant
"F_x__fft_coefficient__coeff_34__attr_""real""","F_x__fft_coefficient__coeff_34__attr_""real""",real,0.035303794401742604,False
F_x__skewness,F_x__skewness,real,0.03634798291395031,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5",real,0.0367653422085505,False
"F_x__fft_coefficient__coeff_22__attr_""real""","F_x__fft_coefficient__coeff_22__attr_""real""",real,0.036784409680829466,False
"F_x__fft_coefficient__coeff_18__attr_""angle""","F_x__fft_coefficient__coeff_18__attr_""angle""",real,0.03736036321199592,False
"F_x__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","F_x__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",real,0.03814022698897522,False
F_x__index_mass_quantile__q_0.3,F_x__index_mass_quantile__q_0.3,real,0.04083203043991804,False
"F_x__fft_coefficient__coeff_85__attr_""angle""","F_x__fft_coefficient__coeff_85__attr_""angle""",real,0.04088561894334495,False
"F_x__fft_coefficient__coeff_24__attr_""angle""","F_x__fft_coefficient__coeff_24__attr_""angle""",real,0.04218596501052969,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20",real,0.04298498903810148,False
F_x__index_mass_quantile__q_0.2,F_x__index_mass_quantile__q_0.2,real,0.0433987600452717,False
"F_x__fft_coefficient__coeff_93__attr_""real""","F_x__fft_coefficient__coeff_93__attr_""real""",real,0.044531501995957345,False
"F_x__fft_coefficient__coeff_15__attr_""real""","F_x__fft_coefficient__coeff_15__attr_""real""",real,0.04523148766145683,False
F_x__friedrich_coefficients__m_3__r_30__coeff_2,F_x__friedrich_coefficients__m_3__r_30__coeff_2,real,0.045917533029974436,False
"F_x__fft_coefficient__coeff_87__attr_""imag""","F_x__fft_coefficient__coeff_87__attr_""imag""",real,0.04620591001397749,False
"F_x__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""stderr""","F_x__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""stderr""",real,0.050743681257790274,False
"F_x__fft_coefficient__coeff_28__attr_""angle""","F_x__fft_coefficient__coeff_28__attr_""angle""",real,0.05089404085981042,False
F_x__ratio_beyond_r_sigma__r_5,F_x__ratio_beyond_r_sigma__r_5,real,0.05124755339058243,False
"F_x__fft_coefficient__coeff_56__attr_""real""","F_x__fft_coefficient__coeff_56__attr_""real""",real,0.051664149323441204,False
"F_x__fft_coefficient__coeff_99__attr_""imag""","F_x__fft_coefficient__coeff_99__attr_""imag""",real,0.05177840687244867,False
"F_x__fft_coefficient__coeff_58__attr_""real""","F_x__fft_coefficient__coeff_58__attr_""real""",real,0.05315553088496373,False
"F_x__fft_coefficient__coeff_88__attr_""real""","F_x__fft_coefficient__coeff_88__attr_""real""",real,0.053494639457147386,False
"F_x__fft_coefficient__coeff_0__attr_""real""","F_x__fft_coefficient__coeff_0__attr_""real""",real,0.05461613643802317,False
"F_x__fft_coefficient__coeff_0__attr_""abs""","F_x__fft_coefficient__coeff_0__attr_""abs""",real,0.05461613643802317,False
F_x__sum_values,F_x__sum_values,real,0.05461613643802317,False
"F_x__fft_coefficient__coeff_93__attr_""imag""","F_x__fft_coefficient__coeff_93__attr_""imag""",real,0.05788864806098848,False
"F_x__fft_coefficient__coeff_89__attr_""real""","F_x__fft_coefficient__coeff_89__attr_""real""",real,0.05871782511347304,False
"F_x__fft_coefficient__coeff_37__attr_""real""","F_x__fft_coefficient__coeff_37__attr_""real""",real,0.059499570551444655,False
"F_x__fft_coefficient__coeff_11__attr_""imag""","F_x__fft_coefficient__coeff_11__attr_""imag""",real,0.06298230176124743,False
"F_x__fft_coefficient__coeff_81__attr_""imag""","F_x__fft_coefficient__coeff_81__attr_""imag""",real,0.06335765953126687,False
F_x__friedrich_coefficients__m_3__r_30__coeff_0,F_x__friedrich_coefficients__m_3__r_30__coeff_0,real,0.0634631698536464,False
"F_x__fft_coefficient__coeff_69__attr_""imag""","F_x__fft_coefficient__coeff_69__attr_""imag""",real,0.06349331716214196,False
"F_x__fft_coefficient__coeff_82__attr_""real""","F_x__fft_coefficient__coeff_82__attr_""real""",real,0.06399252618607665,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""",real,0.06431198673378566,False
"F_x__fft_coefficient__coeff_98__attr_""angle""","F_x__fft_coefficient__coeff_98__attr_""angle""",real,0.06541685661386927,False
"F_x__fft_coefficient__coeff_20__attr_""angle""","F_x__fft_coefficient__coeff_20__attr_""angle""",real,0.06634989422363485,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""",real,0.06678894644464178,False
"F_x__fft_coefficient__coeff_92__attr_""angle""","F_x__fft_coefficient__coeff_92__attr_""angle""",real,0.06732507569941103,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_0,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_0,real,0.0684086255574784,False
"F_x__fft_coefficient__coeff_13__attr_""imag""","F_x__fft_coefficient__coeff_13__attr_""imag""",real,0.0694737573775657,False
F_x__spkt_welch_density__coeff_5,F_x__spkt_welch_density__coeff_5,real,0.06996239041003995,False
F_x__index_mass_quantile__q_0.4,F_x__index_mass_quantile__q_0.4,real,0.06997731239427595,False
"F_x__fft_coefficient__coeff_10__attr_""imag""","F_x__fft_coefficient__coeff_10__attr_""imag""",real,0.07860153674926929,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_5,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_5,real,0.08316078439163191,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2",real,0.0839158264693651,False
"F_x__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","F_x__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",real,0.08399163494292951,False
"F_x__fft_coefficient__coeff_61__attr_""angle""","F_x__fft_coefficient__coeff_61__attr_""angle""",real,0.08421938437579056,False
F_x__quantile__q_0.7,F_x__quantile__q_0.7,real,0.08437150928216033,False
"F_x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","F_x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",real,0.08671894744983395,False
F_x__count_above_mean,F_x__count_above_mean,real,0.08708893316361968,False
"F_x__fft_coefficient__coeff_79__attr_""imag""","F_x__fft_coefficient__coeff_79__attr_""imag""",real,0.0872454501176905,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_8,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_8,real,0.08781397788671785,False
"F_x__fft_coefficient__coeff_77__attr_""real""","F_x__fft_coefficient__coeff_77__attr_""real""",real,0.08795156290843353,False
"F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""rvalue""","F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""rvalue""",real,0.08888043573138639,False
"F_x__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4","F_x__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",real,0.09076173662746857,False
"F_x__fft_coefficient__coeff_27__attr_""real""","F_x__fft_coefficient__coeff_27__attr_""real""",real,0.09088289891902963,False
F_x__kurtosis,F_x__kurtosis,real,0.09592135757447308,False
"F_x__fft_coefficient__coeff_54__attr_""real""","F_x__fft_coefficient__coeff_54__attr_""real""",real,0.09695964828852215,False
"F_x__fft_coefficient__coeff_57__attr_""real""","F_x__fft_coefficient__coeff_57__attr_""real""",real,0.09738601522095386,False
"F_x__fft_coefficient__coeff_73__attr_""imag""","F_x__fft_coefficient__coeff_73__attr_""imag""",real,0.10166623681184968,False
"F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""slope""","F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""slope""",real,0.10982683917534042,False
"F_x__fft_coefficient__coeff_38__attr_""imag""","F_x__fft_coefficient__coeff_38__attr_""imag""",real,0.11086457117556424,False
"F_x__fft_coefficient__coeff_86__attr_""imag""","F_x__fft_coefficient__coeff_86__attr_""imag""",real,0.11145754763992691,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20",real,0.11257936029453737,False
"F_x__fft_coefficient__coeff_95__attr_""real""","F_x__fft_coefficient__coeff_95__attr_""real""",real,0.11301102027481225,False
"F_x__fft_coefficient__coeff_55__attr_""real""","F_x__fft_coefficient__coeff_55__attr_""real""",real,0.11342045595984625,False
"F_x__fft_coefficient__coeff_3__attr_""real""","F_x__fft_coefficient__coeff_3__attr_""real""",real,0.11421801741064609,False
F_x__quantile__q_0.8,F_x__quantile__q_0.8,real,0.1148981916995854,False
"F_x__fft_coefficient__coeff_68__attr_""imag""","F_x__fft_coefficient__coeff_68__attr_""imag""",real,0.12096107915048472,False
"F_x__fft_coefficient__coeff_23__attr_""imag""","F_x__fft_coefficient__coeff_23__attr_""imag""",real,0.12341401510635547,False
"F_x__fft_coefficient__coeff_13__attr_""real""","F_x__fft_coefficient__coeff_13__attr_""real""",real,0.12642958426542628,False
"F_x__fft_coefficient__coeff_68__attr_""real""","F_x__fft_coefficient__coeff_68__attr_""real""",real,0.12674477569334575,False
F_x__ratio_beyond_r_sigma__r_2,F_x__ratio_beyond_r_sigma__r_2,real,0.13142886850132052,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""",real,0.13334212452735347,False
"F_x__fft_coefficient__coeff_20__attr_""real""","F_x__fft_coefficient__coeff_20__attr_""real""",real,0.13421950132790839,False
F_x__ratio_beyond_r_sigma__r_1.5,F_x__ratio_beyond_r_sigma__r_1.5,real,0.13426576389511904,False
F_x__ratio_beyond_r_sigma__r_6,F_x__ratio_beyond_r_sigma__r_6,real,0.141584924216181,False
"F_x__fft_coefficient__coeff_30__attr_""angle""","F_x__fft_coefficient__coeff_30__attr_""angle""",real,0.14821843644711155,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5",real,0.14887218230710975,False
"F_x__fft_coefficient__coeff_1__attr_""real""","F_x__fft_coefficient__coeff_1__attr_""real""",real,0.15235566307609286,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_2",real,0.15247688033944146,False
"F_x__fft_coefficient__coeff_24__attr_""imag""","F_x__fft_coefficient__coeff_24__attr_""imag""",real,0.153998295314135,False
"F_x__fft_coefficient__coeff_23__attr_""real""","F_x__fft_coefficient__coeff_23__attr_""real""",real,0.15627112659588666,False
"F_x__fft_coefficient__coeff_19__attr_""real""","F_x__fft_coefficient__coeff_19__attr_""real""",real,0.16139877745879638,False
"F_x__fft_coefficient__coeff_8__attr_""real""","F_x__fft_coefficient__coeff_8__attr_""real""",real,0.16285959262169092,False
"F_x__fft_coefficient__coeff_59__attr_""real""","F_x__fft_coefficient__coeff_59__attr_""real""",real,0.16417000784139035,False
"F_x__fft_coefficient__coeff_38__attr_""real""","F_x__fft_coefficient__coeff_38__attr_""real""",real,0.16490859020150284,False
F_x__ratio_beyond_r_sigma__r_3,F_x__ratio_beyond_r_sigma__r_3,real,0.16549942246647242,False
"F_x__fft_coefficient__coeff_64__attr_""imag""","F_x__fft_coefficient__coeff_64__attr_""imag""",real,0.16619902170383216,False
"F_x__fft_coefficient__coeff_12__attr_""angle""","F_x__fft_coefficient__coeff_12__attr_""angle""",real,0.16632849438637742,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_5",real,0.16814891639515894,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20",real,0.1701817866415286,False
"F_x__fft_coefficient__coeff_29__attr_""real""","F_x__fft_coefficient__coeff_29__attr_""real""",real,0.17551293168663173,False
"F_x__fft_coefficient__coeff_76__attr_""imag""","F_x__fft_coefficient__coeff_76__attr_""imag""",real,0.1810020583861005,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5",real,0.18290627480953237,False
"F_x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8","F_x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",real,0.18725358468507014,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_9,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_9,real,0.19246943228019664,False
"F_x__fft_coefficient__coeff_50__attr_""real""","F_x__fft_coefficient__coeff_50__attr_""real""",real,0.19838099144330812,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5",real,0.20112508170688104,False
"F_x__fft_coefficient__coeff_9__attr_""real""","F_x__fft_coefficient__coeff_9__attr_""real""",real,0.2057094056393758,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20",real,0.20722886535912877,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5",real,0.20753373209350146,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20",real,0.20822087156736968,False
"F_x__fft_coefficient__coeff_28__attr_""imag""","F_x__fft_coefficient__coeff_28__attr_""imag""",real,0.20952329909154566,False
"F_x__fft_coefficient__coeff_37__attr_""imag""","F_x__fft_coefficient__coeff_37__attr_""imag""",real,0.20960009578862215,False
"F_x__fft_coefficient__coeff_67__attr_""real""","F_x__fft_coefficient__coeff_67__attr_""real""",real,0.21044619226973993,False
F_x__number_peaks__n_3,F_x__number_peaks__n_3,real,0.21315149148797674,False
F_x__number_peaks__n_1,F_x__number_peaks__n_1,real,0.2131928555546403,False
"F_x__fft_coefficient__coeff_6__attr_""imag""","F_x__fft_coefficient__coeff_6__attr_""imag""",real,0.21502662199423983,False
"F_x__fft_coefficient__coeff_96__attr_""imag""","F_x__fft_coefficient__coeff_96__attr_""imag""",real,0.21541770325720222,False
"F_x__fft_coefficient__coeff_29__attr_""imag""","F_x__fft_coefficient__coeff_29__attr_""imag""",real,0.22079280127071121,False
"F_x__fft_coefficient__coeff_70__attr_""imag""","F_x__fft_coefficient__coeff_70__attr_""imag""",real,0.2234354903913387,False
"F_x__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","F_x__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",real,0.2266690166823525,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20",real,0.23523197829051,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""",real,0.23573288932037595,False
"F_x__fft_coefficient__coeff_19__attr_""imag""","F_x__fft_coefficient__coeff_19__attr_""imag""",real,0.2401903972604229,False
"F_x__fft_coefficient__coeff_45__attr_""angle""","F_x__fft_coefficient__coeff_45__attr_""angle""",real,0.24035976036576856,False
"F_x__fft_coefficient__coeff_63__attr_""real""","F_x__fft_coefficient__coeff_63__attr_""real""",real,0.24470696280212023,False
"F_x__fft_coefficient__coeff_21__attr_""angle""","F_x__fft_coefficient__coeff_21__attr_""angle""",real,0.24573782059730687,False
"F_x__fft_coefficient__coeff_63__attr_""imag""","F_x__fft_coefficient__coeff_63__attr_""imag""",real,0.24867505690372727,False
"F_x__fft_coefficient__coeff_44__attr_""real""","F_x__fft_coefficient__coeff_44__attr_""real""",real,0.25163678525503075,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10",real,0.25462301536620624,False
"F_x__fft_coefficient__coeff_23__attr_""angle""","F_x__fft_coefficient__coeff_23__attr_""angle""",real,0.25656836755494794,False
F_x__index_mass_quantile__q_0.9,F_x__index_mass_quantile__q_0.9,real,0.2572759660963412,False
"F_x__fft_coefficient__coeff_20__attr_""imag""","F_x__fft_coefficient__coeff_20__attr_""imag""",real,0.26022128006222767,False
"F_x__fft_coefficient__coeff_70__attr_""real""","F_x__fft_coefficient__coeff_70__attr_""real""",real,0.2713953016709111,False
F_x__max_langevin_fixed_point__m_3__r_30,F_x__max_langevin_fixed_point__m_3__r_30,real,0.27259523178074296,False
"F_x__fft_coefficient__coeff_65__attr_""real""","F_x__fft_coefficient__coeff_65__attr_""real""",real,0.27315024856124925,False
"F_x__fft_coefficient__coeff_22__attr_""angle""","F_x__fft_coefficient__coeff_22__attr_""angle""",real,0.27612347112744884,False
"F_x__fft_coefficient__coeff_61__attr_""imag""","F_x__fft_coefficient__coeff_61__attr_""imag""",real,0.2852704829052407,False
"F_x__fft_coefficient__coeff_26__attr_""imag""","F_x__fft_coefficient__coeff_26__attr_""imag""",real,0.2863205754645253,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2",real,0.28641616650737534,False
"F_x__fft_coefficient__coeff_91__attr_""imag""","F_x__fft_coefficient__coeff_91__attr_""imag""",real,0.28862032516354763,False
"F_x__fft_coefficient__coeff_84__attr_""real""","F_x__fft_coefficient__coeff_84__attr_""real""",real,0.2911747605716064,False
F_x__number_peaks__n_5,F_x__number_peaks__n_5,real,0.2912164237239544,False
F_x__friedrich_coefficients__m_3__r_30__coeff_3,F_x__friedrich_coefficients__m_3__r_30__coeff_3,real,0.30218684927055617,False
"F_x__fft_coefficient__coeff_78__attr_""real""","F_x__fft_coefficient__coeff_78__attr_""real""",real,0.3069183792683686,False
"F_x__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","F_x__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",real,0.3178072225786053,False
"F_x__fft_coefficient__coeff_16__attr_""real""","F_x__fft_coefficient__coeff_16__attr_""real""",real,0.32130316585221963,False
"F_x__fft_coefficient__coeff_12__attr_""real""","F_x__fft_coefficient__coeff_12__attr_""real""",real,0.32617699212238327,False
"F_x__fft_coefficient__coeff_2__attr_""real""","F_x__fft_coefficient__coeff_2__attr_""real""",real,0.3307830432548391,False
"F_x__fft_coefficient__coeff_85__attr_""imag""","F_x__fft_coefficient__coeff_85__attr_""imag""",real,0.3324154908022666,False
"F_x__fft_coefficient__coeff_50__attr_""imag""","F_x__fft_coefficient__coeff_50__attr_""imag""",real,0.34226628190062736,False
"F_x__fft_coefficient__coeff_31__attr_""real""","F_x__fft_coefficient__coeff_31__attr_""real""",real,0.3425888579395936,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20",real,0.34463635101710033,False
"F_x__fft_coefficient__coeff_52__attr_""imag""","F_x__fft_coefficient__coeff_52__attr_""imag""",real,0.35120787578534596,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10",real,0.35356221107145946,False
"F_x__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""stderr""","F_x__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""stderr""",real,0.3544407832100145,False
F_x__large_standard_deviation__r_0.2,F_x__large_standard_deviation__r_0.2,binary,0.3561213010628086,False
F_x__quantile__q_0.9,F_x__quantile__q_0.9,real,0.368009467682075,False
"F_x__fft_coefficient__coeff_72__attr_""real""","F_x__fft_coefficient__coeff_72__attr_""real""",real,0.36857232750871693,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10",real,0.3708293544420095,False
F_x__ratio_beyond_r_sigma__r_2.5,F_x__ratio_beyond_r_sigma__r_2.5,real,0.37221661092692704,False
"F_x__fft_coefficient__coeff_65__attr_""imag""","F_x__fft_coefficient__coeff_65__attr_""imag""",real,0.3730948808095629,False
"F_x__fft_coefficient__coeff_64__attr_""real""","F_x__fft_coefficient__coeff_64__attr_""real""",real,0.37948385793067685,False
F_x__count_below_mean,F_x__count_below_mean,real,0.3815511226637919,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_1,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_1,real,0.38605558387220906,False
F_x__index_mass_quantile__q_0.1,F_x__index_mass_quantile__q_0.1,real,0.3872115933092902,False
"F_x__fft_coefficient__coeff_59__attr_""imag""","F_x__fft_coefficient__coeff_59__attr_""imag""",real,0.3878545748280282,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10",real,0.38954212121036225,False
"F_x__fft_coefficient__coeff_17__attr_""imag""","F_x__fft_coefficient__coeff_17__attr_""imag""",real,0.39281344328676704,False
"F_x__fft_coefficient__coeff_7__attr_""real""","F_x__fft_coefficient__coeff_7__attr_""real""",real,0.4053477973459235,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10",real,0.40558656919253055,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""",real,0.406183866330614,False
"F_x__fft_coefficient__coeff_75__attr_""real""","F_x__fft_coefficient__coeff_75__attr_""real""",real,0.4065424506725531,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2",real,0.4114626897819914,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_4,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_4,real,0.41921323414818445,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20",real,0.4200661282369401,False
F_x__index_mass_quantile__q_0.6,F_x__index_mass_quantile__q_0.6,real,0.4240976691294909,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2",real,0.4328573286154488,False
"F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""stderr""","F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""stderr""",real,0.43796131443721387,False
"F_x__fft_coefficient__coeff_73__attr_""real""","F_x__fft_coefficient__coeff_73__attr_""real""",real,0.43921137502415974,False
"F_x__fft_coefficient__coeff_42__attr_""real""","F_x__fft_coefficient__coeff_42__attr_""real""",real,0.439586850593363,False
"F_x__fft_coefficient__coeff_17__attr_""real""","F_x__fft_coefficient__coeff_17__attr_""real""",real,0.4413412949456291,False
"F_x__fft_coefficient__coeff_55__attr_""imag""","F_x__fft_coefficient__coeff_55__attr_""imag""",real,0.450617670360165,False
"F_x__fft_coefficient__coeff_83__attr_""imag""","F_x__fft_coefficient__coeff_83__attr_""imag""",real,0.45125259730280354,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_20",real,0.4523334190124434,False
"F_x__fft_coefficient__coeff_41__attr_""imag""","F_x__fft_coefficient__coeff_41__attr_""imag""",real,0.4551373456952721,False
"F_x__fft_coefficient__coeff_35__attr_""imag""","F_x__fft_coefficient__coeff_35__attr_""imag""",real,0.4567988011468497,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10",real,0.46657983378633094,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""slope""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""slope""",real,0.47125321193205283,False
"F_x__fft_coefficient__coeff_15__attr_""imag""","F_x__fft_coefficient__coeff_15__attr_""imag""",real,0.47831143414037725,False
"F_x__fft_coefficient__coeff_49__attr_""angle""","F_x__fft_coefficient__coeff_49__attr_""angle""",real,0.4789678829438839,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_2",real,0.47936198822980736,False
"F_x__fft_coefficient__coeff_60__attr_""real""","F_x__fft_coefficient__coeff_60__attr_""real""",real,0.48126932167232794,False
"F_x__fft_coefficient__coeff_43__attr_""imag""","F_x__fft_coefficient__coeff_43__attr_""imag""",real,0.4829168870143764,False
"F_x__fft_coefficient__coeff_32__attr_""imag""","F_x__fft_coefficient__coeff_32__attr_""imag""",real,0.4880769196032042,False
"F_x__fft_coefficient__coeff_11__attr_""real""","F_x__fft_coefficient__coeff_11__attr_""real""",real,0.49020242770820266,False
"F_x__fft_coefficient__coeff_14__attr_""imag""","F_x__fft_coefficient__coeff_14__attr_""imag""",real,0.49060151399080865,False
"F_x__fft_coefficient__coeff_21__attr_""real""","F_x__fft_coefficient__coeff_21__attr_""real""",real,0.4939340144983919,False
"F_x__fft_coefficient__coeff_16__attr_""imag""","F_x__fft_coefficient__coeff_16__attr_""imag""",real,0.49473561323537774,False
"F_x__fft_coefficient__coeff_56__attr_""angle""","F_x__fft_coefficient__coeff_56__attr_""angle""",real,0.5021832488715823,False
"F_x__fft_coefficient__coeff_62__attr_""real""","F_x__fft_coefficient__coeff_62__attr_""real""",real,0.5122730012209883,False
"F_x__fft_coefficient__coeff_33__attr_""real""","F_x__fft_coefficient__coeff_33__attr_""real""",real,0.5203379359360395,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10",real,0.5207497582256434,False
F_x__number_peaks__n_50,F_x__number_peaks__n_50,real,0.5248415957621722,False
"F_x__fft_coefficient__coeff_39__attr_""imag""","F_x__fft_coefficient__coeff_39__attr_""imag""",real,0.530544990081427,False
F_x__number_peaks__n_10,F_x__number_peaks__n_10,real,0.5319830000624641,False
F_x__large_standard_deviation__r_0.15000000000000002,F_x__large_standard_deviation__r_0.15000000000000002,binary,0.5337418493242442,False
"F_x__fft_coefficient__coeff_7__attr_""imag""","F_x__fft_coefficient__coeff_7__attr_""imag""",real,0.5474510967776329,False
F_x__number_cwt_peaks__n_1,F_x__number_cwt_peaks__n_1,real,0.5484307219380297,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_20",real,0.5523905113519355,False
