Wall time,Step,Value
1591273071.9204822,8329,2.2310638427734375
1591273192.0311286,8395,2.8443238735198975
1591273312.4006011,8583,2.884221076965332
1591273432.052751,8611,2.7044413089752197
1591273552.1234868,8638,2.9785728454589844
1591273672.1029787,8826,1.4508177042007446
1591273792.015738,8846,2.427844762802124
1591273912.16225,8957,2.035797595977783
1591274032.03985,9080,2.9166672229766846
1591274152.1469853,9141,1.4890023469924927
1591274272.0479817,9287,2.4540939331054688
1591274392.1174514,9329,1.6200183629989624
1591274512.4036832,9466,1.4127190113067627
1591274632.248805,9474,3.1248245239257812
1591274752.1109028,9479,2.546504259109497
1591274872.1457107,9609,1.4655500650405884
1591274992.3788202,9620,2.362844944000244
1591275112.2643235,9673,1.6277825832366943
1591275232.0736647,9682,2.160860776901245
1591275352.122699,9702,2.933627128601074
1591275471.9989982,9768,2.207346200942993
1591275592.0048764,9867,2.226518392562866
1591275712.2619085,9885,2.227670192718506
1591275832.0044265,9984,2.7430527210235596
1591275952.474646,10177,2.382876396179199
1591276072.0826437,10192,3.3506388664245605
1591276192.1245813,10323,1.7910943031311035
1591276312.2562282,10363,2.2058207988739014
1591276432.0980747,10521,1.6459418535232544
1591276551.9910731,10562,1.2529759407043457
1591276672.2547245,10629,1.7592850923538208
1591276792.2782357,10687,2.089390993118286
1591276912.2962358,10881,1.3000679016113281
1591277032.0924366,10914,1.9599857330322266
1591277152.0366397,10946,1.208010196685791
1591277272.0496697,10979,2.6916210651397705
1591277392.0166981,10992,1.5945827960968018
1591277512.029698,10998,1.8753093481063843
1591277631.9236984,11029,1.9080859422683716
1591277751.9326987,11037,1.966293454170227
1591277872.2486987,11077,1.768856406211853
1591277992.018698,11082,1.3388969898223877
1591278112.0416977,11212,2.5120880603790283
1591278231.9546974,11254,1.9089937210083008
1591278352.1377492,11454,1.9885826110839844
1591278471.995698,11456,1.520735263824463
1591278591.9536967,11614,1.8930702209472656
1591278712.033698,11625,0.9336885213851929
1591278831.9736972,11697,1.5599331855773926
1591278952.2317247,11820,1.41520094871521
1591279071.9886968,11887,1.4904834032058716
1591279192.2167282,11944,2.9094479084014893
1591279312.009763,12024,1.9413419961929321
1591279432.2867622,12062,1.5463931560516357
1591279552.2757893,12098,2.1484298706054688
1591279672.1496203,12147,1.361928105354309
1591279792.0814235,12213,1.8764325380325317
1591279912.347705,12234,2.46451473236084
1591280032.1409924,12261,2.197913408279419
1591280152.3557253,12327,2.398233652114868
1591280271.876678,12348,1.7115201950073242
1591280392.1001902,12386,1.4026471376419067
1591280512.2114713,12434,1.6220543384552002
1591280632.150585,12453,2.1379144191741943
1591280752.201534,12469,1.7877551317214966
1591280872.0233595,12509,2.8124828338623047
1591280992.0713377,12601,1.5944002866744995
1591281112.4055307,12625,1.6666618585586548
1591281232.0171022,12642,2.689086675643921
1591281352.1421149,12761,1.4883220195770264
1591281472.205348,12790,1.8072534799575806
1591281592.0500832,12817,1.0350160598754883
1591281712.349799,12850,1.5706387758255005
1591281832.2526784,12978,1.6348986625671387
1591281952.1793616,12980,1.5397398471832275
1591282072.28069,12986,1.6872878074645996
1591282192.0447984,13030,1.8892234563827515
1591282312.4850235,13055,1.045637607574463
1591282432.223693,13065,1.8690063953399658
1591282552.5334582,13140,1.845475196838379
1591282672.538261,13182,1.973484754562378
1591282792.4051979,13190,1.7171188592910767
1591282912.4857705,13229,3.5150582790374756
1591283031.997705,13336,1.640048623085022
1591283152.2985744,13344,1.2885196208953857
1591283272.1167629,13400,2.5116419792175293
1591283392.1562483,13442,1.1511616706848145
1591283512.998128,13464,1.5319515466690063
1591283632.083999,13475,1.8272929191589355
1591283752.3342402,13505,2.488342523574829
1591283872.5034277,13518,2.5478084087371826
1591283992.9563835,13700,1.5608973503112793
1591284112.4965189,13709,1.7769967317581177
1591284232.4935608,13717,1.3380540609359741
1591284352.7701094,13734,2.834629774093628
1591284472.2851205,13747,2.2830851078033447
1591284592.1314137,13776,1.7829631567001343
1591284712.4114225,13782,1.3399505615234375
1591284832.3223956,13812,1.3338180780410767
1591284952.6554024,13839,1.7528654336929321
1591285072.0125225,13860,2.4169673919677734
1591285192.3847675,13926,1.9235150814056396
1591285312.4597266,13942,1.914882779121399
1591285432.1510646,13970,1.5598149299621582
1591285552.463825,13987,1.5188875198364258
1591285672.174377,14032,1.9719089269638062
1591285792.2214906,14130,1.8315045833587646
1591285912.4211433,14156,2.1753063201904297
1591286032.193493,14226,1.8866515159606934
1591286152.054312,14229,1.455810546875
1591286272.2925014,14241,2.6565723419189453
1591286392.1715205,14269,2.2267508506774902
1591286512.108517,14272,1.5851927995681763
1591286631.7155175,14469,1.1423536539077759
1591286752.0015168,14494,2.097590684890747
1591286871.9488947,14513,1.8951588869094849
1591286992.0378957,14567,0.8714727163314819
1591287112.0118952,14647,2.365752696990967
1591287232.237895,14679,1.907403826713562
1591287352.0867698,14746,2.13907790184021
1591287472.0301936,14894,0.8589380383491516
1591287592.0907133,14899,1.9294090270996094
